,date_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,volume_true,volume_false,vdiff(false-true),side,original_volume,last_fill_volume,accumulated_fill_volume
11,2024-04-01 00:55:00,71127.1,71239.6,71096.6,71234.1,462.614,32931202.1153,8063,292.018,20788426.5216,12142775.5937,20788426.5216,8645650.9279,0,0.0,0.0,0.0
12,2024-04-01 01:00:00,71234.1,71260.0,71191.0,71191.2,499.7,35588859.6718,6958,222.999,15882328.8823,19706530.7895,15882328.8823,-3824201.907200001,0,0.0,0.0,0.0
13,2024-04-01 01:05:00,71191.2,71217.3,71122.0,71166.0,376.312,26781396.96,6154,208.993,14873278.2553,11908118.7047,14873278.2553,2965159.5506,0,0.0,0.0,0.0
14,2024-04-01 01:10:00,71166.0,71166.0,71078.1,71141.0,370.159,26324004.4059,5398,148.58,10566997.8902,15757006.5157,10566997.8902,-5190008.625499999,0,0.0,0.0,0.0
15,2024-04-01 01:15:00,71141.0,71158.2,71035.2,71041.0,360.729,25642266.7002,7159,95.657,6800199.1834,18842067.5168,6800199.1834,-12041868.3334,0,0.0,0.0,0.0
16,2024-04-01 01:20:00,71041.0,71194.4,71021.3,71117.0,480.578,34171420.1931,7494,370.887,26376363.1423,7795057.050799999,26376363.1423,18581306.0915,0,0.0,0.0,0.0
17,2024-04-01 01:25:00,71117.1,71130.7,71011.4,71021.3,402.915,28642011.9728,7649,216.011,15357469.4217,13284542.5511,15357469.4217,2072926.8706,0,0.0,0.0,0.0
18,2024-04-01 01:30:00,71021.4,71168.4,71008.6,71157.2,506.495,36017784.1773,7971,306.85,21820289.6127,14197708.0362,21820289.6127,7622581.5765,0,0.0,0.0,0.0
19,2024-04-01 01:35:00,71157.2,71157.2,70914.4,70924.3,703.133,49942629.1004,12218,267.463,19003980.0284,30938435.6004,19003980.0284,-11934455.572,SELL,27715458.4,7494486.199999999,27715458.4
20,2024-04-01 01:40:00,70924.4,70963.2,70888.0,70923.9,734.775,52112335.9433,11452,364.094,25823161.5652,26289174.3781,25823161.5652,-466012.8128999993,SELL,3531960.0,3531960.0,3531960.0
21,2024-04-01 01:45:00,70924.0,70987.3,70877.2,70945.8,771.097,54692170.9608,10759,365.043,25893707.8167,28798463.1441,25893707.8167,-2904755.327399999,0,0.0,0.0,0.0
22,2024-04-01 01:50:00,70945.8,70983.4,70869.3,70901.7,478.086,33900742.9853,8694,201.747,14306598.2254,19594144.7599,14306598.2254,-5287546.534499999,0,0.0,0.0,0.0
23,2024-04-01 01:55:00,70901.7,70938.8,70858.9,70885.1,342.493,24278663.0754,6167,159.05,11275056.2843,13003606.7911,11275056.2843,-1728550.5067999996,0,0.0,0.0,0.0
24,2024-04-01 02:00:00,70885.0,70959.2,70858.9,70883.9,382.478,27122095.3813,7181,219.278,15550513.3278,11571582.0535,15550513.3278,3978931.2743,0,0.0,0.0,0.0
25,2024-04-01 02:05:00,70884.0,70921.2,70850.3,70899.9,332.833,23590735.2639,5461,139.906,9916695.567,13674039.6969,9916695.567,-3757344.129900001,0,0.0,0.0,0.0
26,2024-04-01 02:10:00,70899.9,70919.5,70888.0,70892.0,246.041,17444305.1262,3628,132.61,9401859.3971,8042445.7291,9401859.3971,1359413.6679999996,0,0.0,0.0,0.0
27,2024-04-01 02:15:00,70892.1,70917.7,70864.5,70899.9,261.57,18542891.3904,4932,137.156,9723284.1813,8819607.2091,9723284.1813,903676.9721999988,0,0.0,0.0,0.0
28,2024-04-01 02:20:00,70899.9,70964.2,70899.9,70900.0,340.663,24164094.0392,5160,215.165,15262537.392,8901556.6472,15262537.392,6360980.744800001,0,0.0,0.0,0.0
29,2024-04-01 02:25:00,70900.1,70915.0,70882.0,70897.6,211.416,14988208.625,4074,80.867,5733056.6675,9255151.9575,5733056.6675,-3522095.289999999,0,0.0,0.0,0.0
30,2024-04-01 02:30:00,70897.5,70911.0,70827.6,70827.6,288.106,20415939.9678,5651,63.073,4470234.3421,15945705.6257,4470234.3421,-11475471.2836,SELL,3246316.6,423432.6,3246316.6
31,2024-04-01 02:35:00,70827.7,70897.9,70827.6,70897.8,228.746,16205946.9824,5211,139.108,9855749.3595,6350197.6229,9855749.3595,3505551.7366000004,0,0.0,0.0,0.0
32,2024-04-01 02:40:00,70897.9,70922.4,70870.4,70922.4,146.628,10395016.6577,3831,82.761,5867148.8064,4527867.8513,5867148.8064,1339280.9551,0,0.0,0.0,0.0
33,2024-04-01 02:45:00,70922.4,70975.0,70917.3,70943.0,270.922,19220276.0899,5162,166.825,11835282.0018,7384994.088099999,11835282.0018,4450287.913700001,0,0.0,0.0,0.0
34,2024-04-01 02:50:00,70943.0,70959.4,70926.8,70950.0,177.499,12592217.7201,4082,111.786,7930359.2668,4661858.4533,7930359.2668,3268500.8135,0,0.0,0.0,0.0
35,2024-04-01 02:55:00,70950.1,70950.1,70916.0,70930.1,131.232,9308391.2877,2872,56.889,4035059.127,5273332.1607,4035059.127,-1238273.0336999996,0,0.0,0.0,0.0
36,2024-04-01 03:00:00,70930.1,70955.4,70910.0,70915.6,227.291,16122184.4946,6144,99.311,7044226.1097,9077958.3849,7044226.1097,-2033732.2752,0,0.0,0.0,0.0
37,2024-04-01 03:05:00,70915.6,70915.7,70781.9,70816.0,414.463,29356210.3693,7525,96.562,6838997.5109,22517212.8584,6838997.5109,-15678215.347499998,SELL,1551851.4,1551851.4,1551851.4
38,2024-04-01 03:10:00,70816.0,70822.1,70770.0,70770.0,362.928,25689982.1529,5858,125.482,8882298.7322,16807683.4207,8882298.7322,-7925384.688499998,0,0.0,0.0,0.0
39,2024-04-01 03:15:00,70770.1,70858.2,70769.7,70834.5,383.098,27127009.7794,6277,231.913,16421240.4703,10705769.3091,16421240.4703,5715471.1612,0,0.0,0.0,0.0
40,2024-04-01 03:20:00,70834.6,70853.8,70808.4,70840.2,184.377,13060295.759,3972,95.409,6758082.0012,6302213.7578,6758082.0012,455868.2434,0,0.0,0.0,0.0
41,2024-04-01 03:25:00,70840.2,70843.1,70617.0,70679.5,1356.493,95896080.6064,18340,514.662,36382252.2515,59513828.3549,36382252.2515,-23131576.1034,SELL,6056832.600000001,3380127.8,6056832.600000001
42,2024-04-01 03:30:00,70679.5,70709.3,70612.0,70666.3,770.2,54427531.125,9861,336.647,23791434.6436,30646767.0927,23791434.6436,-6855332.449100003,0,0.0,0.0,0.0
43,2024-04-01 03:35:00,70666.3,70666.3,70616.4,70625.3,400.478,28290387.6958,6163,169.942,12004785.4475,16274931.637,12004785.4475,-4270146.1895,SELL,703374.0,703374.0,703374.0
44,2024-04-01 03:40:00,70625.3,70659.5,70588.0,70632.1,570.961,40324855.7262,8185,268.531,18966847.9943,21358007.7319,18966847.9943,-2391159.7375999987,SELL,30373694.0,16171195.2,30373694.0
45,2024-04-01 03:45:00,70632.1,70746.6,70628.0,70688.0,445.238,31482789.0092,8405,271.926,19228175.3515,12254613.6577,19228175.3515,6973561.6938000005,0,0.0,0.0,0.0
46,2024-04-01 03:50:00,70688.0,70728.6,70650.0,70689.8,270.264,19102980.9795,6521,129.969,9186543.4872,9916437.4923,9186543.4872,-729894.0051000006,0,0.0,0.0,0.0
47,2024-04-01 03:55:00,70689.8,70709.3,70650.0,70650.1,223.73,15812377.9281,4510,118.362,8365032.8449,7447345.0832,8365032.8449,917687.7616999996,0,0.0,0.0,0.0
48,2024-04-01 04:00:00,70650.0,70710.0,70623.9,70688.9,371.338,26242768.7832,6638,251.283,17758836.8599,8483931.9233,17765905.749900002,9281973.826600002,0,0.0,0.0,0.0
49,2024-04-01 04:05:00,70688.9,70727.2,70687.3,70722.7,244.016,17253965.4599,4168,162.146,11465187.4626,5788777.9973,11458118.5726,5669340.5753,0,0.0,0.0,0.0
50,2024-04-01 04:10:00,70722.6,70722.6,70690.6,70702.8,283.701,20059394.7337,4151,142.58,10080912.7864,9978481.9473,10080912.7864,102430.83909999952,0,0.0,0.0,0.0
51,2024-04-01 04:15:00,70702.8,70727.2,70623.6,70630.0,253.655,17924631.8202,4297,96.447,6816243.1396,11108388.6806,6816243.1396,-4292145.541,0,0.0,0.0,0.0
52,2024-04-01 04:20:00,70630.0,70670.3,70603.8,70603.8,399.301,28204916.7176,5831,154.025,10880262.2944,17324654.4232,10880262.2944,-6444392.128800001,0,0.0,0.0,0.0
53,2024-04-01 04:25:00,70603.8,70700.0,70573.0,70684.1,956.317,67545211.0724,10952,601.245,42473776.054,25071435.0184,42473776.054,17402341.0356,0,0.0,0.0,0.0
54,2024-04-01 04:30:00,70684.2,70690.5,70601.5,70620.0,241.657,17066716.7737,4533,110.852,7828261.7962,9238596.2175,7828261.7962,-1410334.4212999996,0,0.0,0.0,0.0
55,2024-04-01 04:35:00,70620.0,70647.6,70562.1,70610.0,336.845,23779226.432,5825,152.957,10797775.058,12981310.134,10797775.058,-2183535.0759999994,0,0.0,0.0,0.0
56,2024-04-01 04:40:00,70609.9,70613.9,70550.3,70568.2,374.008,26395718.7621,6037,191.951,13547856.5205,12847862.2416,13547856.5205,699994.2789000012,SELL,8713467.6,8713467.6,8713467.6
57,2024-04-01 04:45:00,70568.2,70607.9,70515.0,70559.5,668.308,47150020.1993,10284,362.074,25546354.9986,21603665.2007,25546354.9986,3942689.797899999,SELL,2669758.4,2669758.4,2669758.4
58,2024-04-01 04:50:00,70559.5,70587.0,70539.3,70575.6,207.239,14624175.4614,4388,123.096,8686474.9237,5937700.5377,8686474.9237,2748774.385999999,0,0.0,0.0,0.0
59,2024-04-01 04:55:00,70575.6,70575.7,70484.6,70512.8,697.104,49159856.0251,9029,213.857,15080444.5478,34079411.4773,15080444.5478,-18998966.9295,0,0.0,0.0,0.0
60,2024-04-01 05:00:00,70512.8,70574.9,70481.0,70540.8,582.984,41113108.1009,8326,274.475,19358014.5228,21755093.5781,19358014.5228,-2397079.055300001,0,0.0,0.0,0.0
61,2024-04-01 05:05:00,70540.8,70540.8,70479.1,70497.8,253.667,17882981.7551,5120,108.533,7651005.75,10231976.0051,7651005.75,-2580970.2551000006,0,0.0,0.0,0.0
62,2024-04-01 05:10:00,70497.9,70595.3,70407.0,70516.0,1077.287,75944181.77294,15735,490.351,34577619.7133,41366562.05964,34577619.7133,-6788942.346340001,SELL,140349.2,140349.2,140349.2
63,2024-04-01 05:15:00,70517.3,70560.0,70477.4,70510.4,556.771,39260828.6289,8524,296.902,20935216.2285,18325612.4004,20935216.2285,2609603.8281,0,0.0,0.0,0.0
64,2024-04-01 05:20:00,70510.3,70527.7,70437.6,70454.8,421.323,29696162.0691,6993,253.456,17865334.3501,11830827.719,17865334.3501,6034506.631099999,0,0.0,0.0,0.0
65,2024-04-01 05:25:00,70454.8,70458.1,70405.0,70457.9,753.293,53061350.7539,8407,426.961,30075972.1781,22987915.0602,30075972.1781,7088057.117900003,SELL,4067870.6,1823528.2,4067870.6
66,2024-04-01 05:30:00,70457.9,70478.0,70377.0,70382.9,991.426,69805559.4977,12361,418.468,29465034.1062,40337988.9071,29465034.1062,-10872954.8009,SELL,701145.2000000001,701145.2000000001,701145.2000000001
67,2024-04-01 05:35:00,70382.9,70386.3,70256.9,70289.8,1859.623,130747145.44513,22514,646.99,45490180.0337,85256965.41143,45490180.0337,-39766785.37773,SELL,3081879.4,3081879.4,3081879.4
68,2024-04-01 05:40:00,70289.9,70300.5,70173.0,70228.0,1847.363,129736136.6827,23743,976.054,68550765.9763,61185370.7064,68550765.9763,7365395.269900002,SELL,169887464.4,64930364.39999999,169887464.4
69,2024-04-01 05:45:00,70228.0,70231.3,69490.0,69642.4,9375.762,654623213.39272,108826,3381.498,236000261.1942,418622952.19852,236000261.1942,-182622691.00432,SELL,1695010862.2,131197800.4,1695010862.2
70,2024-04-01 05:50:00,69642.5,69642.5,69100.0,69293.7,11140.239,772110391.7975,121790,5152.16,357102088.6535,415008303.144,357102088.6535,-57906214.49049997,SELL,110516832.4,68164965.4,110516832.4
71,2024-04-01 05:55:00,69293.3,69424.7,69006.5,69212.2,5503.76,380990053.535,67405,2571.627,178060685.7329,202996088.3629,178060685.7329,-24935402.629999995,SELL,412957.8,412957.8,412957.8
72,2024-04-01 06:00:00,69212.2,69445.0,68895.5,69374.3,7832.96,541615451.1521,92495,3968.964,274597626.8785,266972262.8743,274597626.8785,7625364.004199982,SELL,278712752.2,145202866.8,278712752.2
73,2024-04-01 06:05:00,69374.3,69441.0,69160.0,69409.4,2459.013,170470845.4825,35028,1405.487,97439353.7086,73031155.4324,97439353.7086,24408198.2762,0,0.0,0.0,0.0
74,2024-04-01 06:10:00,69409.4,69413.4,69236.9,69332.1,1423.549,98677928.9388,23152,746.844,51770024.0029,46895124.6395,51770024.0029,4874899.363399997,0,0.0,0.0,0.0
75,2024-04-01 06:15:00,69332.1,69543.6,69332.1,69395.0,2445.988,169944932.5979,28184,1449.417,100706488.6561,69230401.4182,100706488.6561,31476087.237900004,0,0.0,0.0,0.0
76,2024-04-01 06:20:00,69394.9,69530.0,69364.8,69443.7,1174.208,81545543.8776,17067,599.387,41626386.2411,39919157.6365,41626386.2411,1707228.6045999974,0,0.0,0.0,0.0
77,2024-04-01 06:25:00,69443.8,69443.8,69320.4,69415.4,848.385,58870899.255,13511,416.714,28917218.8457,29955276.9635,28917218.8457,-1038058.117800001,0,0.0,0.0,0.0
78,2024-04-01 06:30:00,69415.4,69550.0,69345.2,69541.7,1104.695,76761020.9587,16865,632.048,43922897.5052,32836526.8993,43922897.5052,11086370.6059,0,0.0,0.0,0.0
79,2024-04-01 06:35:00,69541.6,69697.5,69525.5,69630.1,2205.396,153548494.3692,24282,1472.416,102511413.7652,51037080.604,102511413.7652,51474333.1612,0,0.0,0.0,0.0
80,2024-04-01 06:40:00,69630.0,69699.4,69545.3,69682.9,1151.395,80155408.0057,16123,536.949,37386519.5569,42768888.4488,37386519.5569,-5382368.891899996,0,0.0,0.0,0.0
81,2024-04-01 06:45:00,69682.0,69688.8,69602.9,69602.9,649.603,45235781.4325,11788,244.003,16991448.6978,28244332.7347,16991448.6978,-11252884.0369,0,0.0,0.0,0.0
82,2024-04-01 06:50:00,69602.9,69693.7,69525.0,69664.0,900.099,62653820.5356,13204,444.556,30952025.2671,31701795.2685,30952025.2671,-749770.0014000013,0,0.0,0.0,0.0
83,2024-04-01 06:55:00,69665.4,69720.0,69627.0,69651.7,840.82,58592479.4135,13085,458.259,31935495.973,26656983.4405,31935495.973,5278512.5325000025,0,0.0,0.0,0.0
84,2024-04-01 07:00:00,69651.8,69738.9,69534.0,69732.7,1561.025,108713575.6109,15701,790.505,55077759.2731,53635816.3378,55077759.2731,1441942.9353,0,0.0,0.0,0.0
85,2024-04-01 07:05:00,69732.8,69835.0,69730.8,69781.4,1476.511,103043788.9815,16840,821.463,57326856.3262,45716932.6553,57326856.3262,11609923.670900002,BUY,115873120.2,9527656.8,115873120.2
86,2024-04-01 07:10:00,69781.4,69787.0,69739.0,69745.8,499.289,34829614.17,7502,234.703,16372503.1161,18457111.0539,16372503.1161,-2084607.9377999995,0,0.0,0.0,0.0
87,2024-04-01 07:15:00,69745.9,69784.0,69716.1,69743.0,474.845,33115846.8021,7932,258.305,18014228.6373,15101618.1648,18014228.6373,2912610.4725,0,0.0,0.0,0.0
88,2024-04-01 07:20:00,69743.0,69789.9,69694.9,69702.0,391.393,27292816.2189,6990,162.651,11342841.0804,15949975.1385,11342841.0804,-4607134.0581,0,0.0,0.0,0.0
89,2024-04-01 07:25:00,69701.9,69767.3,69682.8,69745.3,476.85,33249904.4571,7385,177.154,12353301.535,20896602.9221,12353301.535,-8543301.3871,0,0.0,0.0,0.0
90,2024-04-01 07:30:00,69745.4,69780.0,69636.6,69675.4,636.596,44367932.0472,9719,217.349,15149722.6647,29218209.3825,15149722.6647,-14068486.7178,0,0.0,0.0,0.0
91,2024-04-01 07:35:00,69675.4,69805.5,69658.6,69660.0,731.143,50973128.8486,10634,406.887,28365625.3858,22607503.4628,28365625.3858,5758121.923,0,0.0,0.0,0.0
92,2024-04-01 07:40:00,69660.0,69660.0,69566.8,69618.8,878.65,61155405.0524,11076,341.349,23756310.3342,37399094.7182,23756310.3342,-13642784.384,0,0.0,0.0,0.0
93,2024-04-01 07:45:00,69618.9,69746.0,69605.0,69712.4,583.232,40637309.904,9152,324.55,22615624.1684,18021685.7356,22615624.1684,4593938.432800002,0,0.0,0.0,0.0
94,2024-04-01 07:50:00,69712.3,69767.0,69686.0,69741.3,386.279,26935719.7994,6696,200.323,13967901.4633,12967818.3361,13967901.4633,1000083.127200002,0,0.0,0.0,0.0
95,2024-04-01 07:55:00,69741.3,69746.4,69637.0,69637.0,440.213,30674699.807,6473,150.437,10481544.3686,20193155.4384,10481544.3686,-9711611.0698,0,0.0,0.0,0.0
96,2024-04-01 08:00:00,69637.0,69649.0,69514.8,69558.2,873.877,60806553.9077,12377,338.225,23533536.0377,37273504.7774,23533536.0377,-13739968.7397,0,0.0,0.0,0.0
97,2024-04-01 08:05:00,69558.2,69635.0,69442.0,69508.1,1450.114,100800625.2282,18148,681.868,47400272.4813,53399865.8395,47400272.4813,-5999593.358200006,0,0.0,0.0,0.0
98,2024-04-01 08:10:00,69508.1,69592.0,69472.1,69525.4,581.521,40430241.5054,8576,309.142,21493884.101,18936357.4044,21493884.101,2557526.6966000013,0,0.0,0.0,0.0
99,2024-04-01 08:15:00,69525.5,69619.1,69501.4,69515.7,695.795,48401531.6066,9392,351.203,24432660.8716,23968870.735,24432660.8716,463790.13660000265,0,0.0,0.0,0.0
100,2024-04-01 08:20:00,69515.7,69515.8,69363.5,69408.7,1180.548,81959653.2386,14015,458.818,31851357.8632,50108295.3754,31851357.8632,-18256937.5122,SELL,9540326.4,4701030.4,9540326.4
101,2024-04-01 08:25:00,69408.7,69466.5,69360.0,69430.5,844.924,58644572.063,11020,385.499,26760126.4915,31884445.5715,26760126.4915,-5124319.079999998,0,0.0,0.0,0.0
102,2024-04-01 08:30:00,69430.4,69565.8,69222.0,69500.1,2328.893,161543080.8251,27040,971.048,67376787.6011,94166293.224,67376787.6011,-26789505.622899994,SELL,5383068.6,5383068.6,5383068.6
103,2024-04-01 08:35:00,69500.0,69541.0,69380.0,69532.1,865.974,60166446.9504,12719,446.561,31027803.3681,29138643.5823,31027942.4323,1889298.8500000013,0,0.0,0.0,0.0
104,2024-04-01 08:40:00,69532.1,69609.8,69507.0,69576.9,1002.785,69750481.8979,10615,612.326,42590056.8195,27160425.0784,42589917.7553,15429492.6769,0,0.0,0.0,0.0
105,2024-04-01 08:45:00,69576.9,69650.0,69517.0,69517.1,829.748,57744435.8314,9119,480.815,33461713.1046,24282722.7268,33461713.1046,9178990.377800005,0,0.0,0.0,0.0
106,2024-04-01 08:50:00,69517.1,69526.2,69421.0,69490.6,675.284,46915909.4804,10121,312.616,21718456.1883,25197453.2921,21718456.1883,-3478997.1038000025,0,0.0,0.0,0.0
107,2024-04-01 08:55:00,69490.6,69498.8,69433.3,69450.0,332.898,23124721.5997,5436,149.737,10401049.9031,12723671.6966,10401049.9031,-2322621.7934999987,0,0.0,0.0,0.0
108,2024-04-01 09:00:00,69449.9,69535.0,69449.9,69500.3,449.903,31268583.3958,6635,302.085,20994223.7084,10274359.6874,20994223.7084,10719864.021,0,0.0,0.0,0.0
109,2024-04-01 09:05:00,69500.3,69619.5,69490.8,69619.5,547.947,38116743.6886,7941,344.597,23971551.0651,14145192.6235,23971551.0651,9826358.4416,0,0.0,0.0,0.0
110,2024-04-01 09:10:00,69619.4,69673.5,69610.4,69645.9,496.701,34586895.8364,7084,321.994,22421555.4661,12165340.3703,22421555.4661,10256215.0958,0,0.0,0.0,0.0
111,2024-04-01 09:15:00,69645.9,69646.0,69576.2,69590.9,336.043,23394524.7197,5139,133.861,9318813.3784,14075711.3413,9318813.3784,-4756897.9629,0,0.0,0.0,0.0
112,2024-04-01 09:20:00,69591.0,69591.0,69514.7,69560.4,368.891,25657606.6179,6448,152.932,10637109.886,15020496.7319,10637109.886,-4383386.845899999,0,0.0,0.0,0.0
113,2024-04-01 09:25:00,69560.3,69613.7,69537.5,69547.8,291.598,20289269.1697,4533,144.202,10034512.8381,10254756.3316,10034512.8381,-220243.49349999987,0,0.0,0.0,0.0
114,2024-04-01 09:30:00,69547.8,69556.5,69490.0,69529.9,459.208,31923221.6422,6500,198.645,13810279.6619,18112941.9803,13810279.6619,-4302662.318399997,0,0.0,0.0,0.0
115,2024-04-01 09:35:00,69529.9,69579.8,69495.1,69542.9,306.957,21342849.3522,4561,148.988,10360644.98,10985959.6888,10360644.98,-625314.7087999992,0,0.0,0.0,0.0
116,2024-04-01 09:40:00,69542.9,69560.2,69472.4,69486.1,292.673,20347222.3911,4532,124.311,8643122.4542,11700344.6203,8643122.4542,-3057222.166100001,0,0.0,0.0,0.0
117,2024-04-01 09:45:00,69486.0,69609.0,69458.8,69574.5,532.965,37070482.5585,7513,343.955,23924219.1175,13146263.441,23924219.1175,10777955.6765,0,0.0,0.0,0.0
118,2024-04-01 09:50:00,69574.4,69580.0,69469.0,69496.7,263.974,18349822.1973,4753,128.416,8927033.7955,9422788.4018,8927033.7955,-495754.6063000001,0,0.0,0.0,0.0
119,2024-04-01 09:55:00,69496.7,69496.8,69447.8,69448.4,481.274,33431217.6184,6196,199.851,13882419.9324,19549978.3088,13882419.9324,-5667558.376400001,0,0.0,0.0,0.0
120,2024-04-01 10:00:00,69448.4,69543.5,69435.2,69458.1,360.198,25026661.0106,6860,199.656,13873783.766,11151696.6218,13873783.766,2722087.144200001,0,0.0,0.0,0.0
121,2024-04-01 10:05:00,69458.1,69500.0,69410.0,69499.4,380.58,26433444.3273,6829,192.407,13364376.543,13069067.7843,13364376.543,295308.7587000001,0,0.0,0.0,0.0
122,2024-04-01 10:10:00,69499.3,69555.0,69480.0,69538.1,284.782,19797172.7947,4891,169.42,11777971.7949,8019200.999799999,11777971.7949,3758770.7951000007,0,0.0,0.0,0.0
123,2024-04-01 10:15:00,69538.0,69546.7,69485.8,69492.4,298.772,20770295.8628,4787,177.988,12373700.3176,8396595.5452,12373700.3176,3977104.772400001,0,0.0,0.0,0.0
124,2024-04-01 10:20:00,69492.3,69494.9,69341.6,69402.0,749.06,51987953.055,10465,239.075,16592743.1596,35395209.8954,16592743.1596,-18802466.7358,SELL,40771891.0,12577091.8,40771891.0
125,2024-04-01 10:25:00,69401.4,69420.9,69359.9,69382.1,418.507,29039126.9411,6494,166.532,11555181.3962,17483945.5449,11555181.3962,-5928764.148700001,0,0.0,0.0,0.0
126,2024-04-01 10:30:00,69382.0,69444.3,69349.6,69419.9,435.922,30249170.1107,6128,210.917,14636928.7098,15612241.4009,14636928.7098,-975312.6911000012,0,0.0,0.0,0.0
127,2024-04-01 10:35:00,69419.8,69534.0,69381.8,69534.0,517.1,35926381.0921,6437,310.958,21604338.218,14322042.8741,21604338.218,7282295.343899999,0,0.0,0.0,0.0
128,2024-04-01 10:40:00,69534.0,69535.0,69470.8,69476.7,251.508,17479993.0589,3654,124.496,8652111.1366,8827881.9223,8652111.136599999,-175770.78570000082,0,0.0,0.0,0.0
129,2024-04-01 10:45:00,69476.7,69615.1,69476.7,69600.1,507.078,35281139.9521,6708,332.976,23166370.0632,12114769.8889,23166370.0632,11051600.1743,0,0.0,0.0,0.0
130,2024-04-01 10:50:00,69600.0,69634.9,69561.9,69634.9,326.098,22699545.0996,4599,227.235,15818943.0857,6880602.0139,15818943.0857,8938341.071800001,0,0.0,0.0,0.0
131,2024-04-01 10:55:00,69635.0,69635.0,69603.1,69610.1,310.174,21594057.8437,4749,163.868,11408239.3767,10185818.467,11408239.3767,1222420.909700001,0,0.0,0.0,0.0
132,2024-04-01 11:00:00,69610.1,69800.5,69589.7,69773.2,1499.409,104538488.3413,17642,1069.902,74592260.4098,29946227.9315,74592260.4098,44646032.47829999,BUY,5042204.4,4762171.2,5042204.4
133,2024-04-01 11:05:00,69773.1,69773.2,69654.0,69687.6,696.666,48571177.9212,9339,248.321,17315393.7802,31255784.141,17315393.7802,-13940390.360799998,0,0.0,0.0,0.0
134,2024-04-01 11:10:00,69687.6,69868.9,69681.0,69782.0,940.022,65606347.26402,13331,635.26,44334824.24062,21271523.0234,44334824.24062,23063301.21722,BUY,3227095.2,3227095.2,3227095.2
135,2024-04-01 11:15:00,69782.0,69817.7,69716.4,69718.6,658.945,45972253.8855,8704,259.997,18141158.4428,27831095.4427,18141158.4428,-9689936.999899998,0,0.0,0.0,0.0
136,2024-04-01 11:20:00,69718.6,69740.9,69666.2,69678.2,428.273,29850704.9202,7001,154.942,10799290.8407,19051414.0795,10799290.8407,-8252123.2388,0,0.0,0.0,0.0
137,2024-04-01 11:25:00,69678.3,69691.0,69633.0,69650.9,455.725,31744661.0731,7080,150.613,10491465.5606,21253195.5125,10491465.5606,-10761729.9519,0,0.0,0.0,0.0
138,2024-04-01 11:30:00,69651.0,69651.0,69517.2,69569.8,1024.033,71249601.615,11536,254.801,17728032.6929,53521568.9221,17728032.6929,-35793536.229200006,0,0.0,0.0,0.0
139,2024-04-01 11:35:00,69569.7,69578.3,69516.3,69531.5,533.147,37074585.851,6017,234.775,16325845.5635,20748740.2875,16325845.5635,-4422894.724000001,0,0.0,0.0,0.0
140,2024-04-01 11:40:00,69531.6,69600.0,69494.6,69568.0,583.905,40603521.2491,8005,336.775,23421094.2123,17182427.0368,23421094.2123,6238667.175499998,0,0.0,0.0,0.0
